posts,row_id
"Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 How can you be so sure about that? Have you seen the curriculum there, and seen how the students are learning?",140
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 How can you be so sure about that? Have you seen the curriculum there, and seen how the students are learning?
		 Yes, although I would never send my own kids to BASIS I've spoken with lots of people who tried out BASIS for 5th and then succeed in getting into Latin, DCI, or some other school that they preferred. Teacher quality and level of experience was a major issue, as well as the rigidity and limited-ness of the curruculum. That's not to say that all BASIS teachers are bad, of course, just that they tend to be less capable.",141
"Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 You are dead wrong. The Basis curriculum is very rigorous and challenging, and the teaching is generally high-quality (certainly better than other DC publics).  Some people drop out.  ""The lowest performers"" are not ""removed.""  No one is kicked out for being a bad student.  But no one is promoted to the next grade just for social reasons.  And no one is replaced, regardless of why they leave.  Someone goes to a Big Three private or Walls?  Not replaced.  Someone goes to their in-bounds?  Not replaced.  Someone moves overseas or to another state with their family?  Not replaced.  Hence, the numbers go down. No one is saying other DC middle schools are bad.  But the fact is that Basis is more academically challenging than those schools and has the test scores to prove it.",142
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 How can you be so sure about that? Have you seen the curriculum there, and seen how the students are learning?
		 Yes, although I would never send my own kids to BASIS I've spoken with lots of people who tried out BASIS for 5th and then succeed in getting into Latin, DCI, or some other school that they preferred. Teacher quality and level of experience was a major issue, as well as the rigidity and limited-ness of the curruculum. That's not to say that all BASIS teachers are bad, of course, just that they tend to be less capable.
		 +1.  FWIW, this is what we have heard too.  Lots of young inexperienced teachers, some of whom can’t manage a classroom.  Very limited curriculum especially in terms of course selection and electives.  Also rigid and not flexible.   The senior year is pretty much a wash and kids do whatever.   Many kids who do well leave by the time high school comes around and want a more rounded experience then just pushing AP and that grind which include lots of memorization.",143
"Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 I should have specified it’s basically the only middle school EOTP that challenges even the high achieving kids.  Sure Latin is great too but not so much for math and science.  Such a disingenuous comment to suggest people can choose to send their Deal and Hardy.  People can choose to send their kid their if they have the money to move in bounds.  Easy for folks in upper northwest to bash schools like BASIS and act like everyone has an in bounds like Deal or Hardy to choose.  Go back to your bubble.",144
*there.,145
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 How can you be so sure about that? Have you seen the curriculum there, and seen how the students are learning?
		 Yes, although I would never send my own kids to BASIS I've spoken with lots of people who tried out BASIS for 5th and then succeed in getting into Latin, DCI, or some other school that they preferred. Teacher quality and level of experience was a major issue, as well as the rigidity and limited-ness of the curruculum. That's not to say that all BASIS teachers are bad, of course, just that they tend to be less capable.
		 +1.  FWIW, this is what we have heard too.  Lots of young inexperienced teachers, some of whom can’t manage a classroom.  Very limited curriculum especially in terms of course selection and electives.  Also rigid and not flexible.   The senior year is pretty much a wash and kids do whatever.   Many kids who do well leave by the time high school comes around and want a more rounded experience then just pushing AP and that grind which include lots of memorization.
		 I'm honestly so sick of people talking about ""what they have heard"" regarding BASIS. It's so limited. Look at the course catalog online --- there are wide selection of classes. Yes, it's more limited in high school, but there are pros and cons and more people are choosing to stay every year. Even despite that, it is the best middle option for advanced kids EOTP, and it's not even close. The reason I'm irritated is because I almost let this stupid forum dissuade me from sending my kid (who is a 98th percentile both sections kid -- a good fit, in other words) there. Luckily I started spending time in the building and talking to current families. Imagine my surprise to find out that it's possible to be very happy there, and that the curriculum goes way beyond DCPS for middle, that the high school does offer classes like AP psych or music theory -- it's broad, in other words. He has peers, he's excited to learn, and it's a good fit.  I've also talked to people who left and hated it, and it's usually bc their kids found it stressful. Some kids will find it stressful, some kids will thrive in that environment.  I really can't believe I almost let the ""I've HEARD"" people keep me from this opportunity -- if you live EOTP and you have a particular kind of kid, you have to consider it.",146
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 How can you be so sure about that? Have you seen the curriculum there, and seen how the students are learning?
		 Yes, although I would never send my own kids to BASIS I've spoken with lots of people who tried out BASIS for 5th and then succeed in getting into Latin, DCI, or some other school that they preferred. Teacher quality and level of experience was a major issue, as well as the rigidity and limited-ness of the curruculum. That's not to say that all BASIS teachers are bad, of course, just that they tend to be less capable.
		 +1.  FWIW, this is what we have heard too.  Lots of young inexperienced teachers, some of whom can’t manage a classroom.  Very limited curriculum especially in terms of course selection and electives.  Also rigid and not flexible.   The senior year is pretty much a wash and kids do whatever.   Many kids who do well leave by the time high school comes around and want a more rounded experience then just pushing AP and that grind which include lots of memorization.
		 I'm honestly so sick of people talking about ""what they have heard"" regarding BASIS. It's so limited. Look at the course catalog online --- there are wide selection of classes. Yes, it's more limited in high school, but there are pros and cons and more people are choosing to stay every year. Even despite that, it is the best middle option for advanced kids EOTP, and it's not even close. The reason I'm irritated is because I almost let this stupid forum dissuade me from sending my kid (who is a 98th percentile both sections kid -- a good fit, in other words) there. Luckily I started spending time in the building and talking to current families. Imagine my surprise to find out that it's possible to be very happy there, and that the curriculum goes way beyond DCPS for middle, that the high school does offer classes like AP psych or music theory -- it's broad, in other words. He has peers, he's excited to learn, and it's a good fit.  I've also talked to people who left and hated it, and it's usually bc their kids found it stressful. Some kids will find it stressful, some kids will thrive in that environment.  I really can't believe I almost let the ""I've HEARD"" people keep me from this opportunity -- if you live EOTP and you have a particular kind of kid, you have to consider it. 
		 Last thing is that it's true that they hire some young and inexperienced teachers, and they put them in the early grades -- if you can make it past the first grades, the teachers are uniformly better and the kids who find it stressful are gone. And there are still some amazing teachers in 5th and 6th, though not all.",147
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:For BASIS/DCI, different kids would benefit from one or the other more, but unfortunately that's now how the lottery/feeders work.  If you are interested in DCI, at this point you need to be at a feeder school, generally that's decided in early elementary. For BASIS, you simply need to have better luck and a kid who is willing to give it a shot. IMHO, BASIS is better for more traditional learners who do well on tests, DCI for kids who would prefer group projects/more creative assignments. BASIS is known for requiring excellent organizational skills, but DCI can also be a challenge in this regard.The constant use of Chromebooks at DCI is a huge problem. Disruptive classmates are a huge problem at both, because teachers tend to be young and unexperienced, don't think there was much support for them at DCI, at least at middle school level.  Language instruction varies between three tracks at DCI. At BASIS I believe you have to start with Latin (is that still the case?).
		 The constant Chromebook use was, to me, a reason to not even consider DCI or feeders. At BASIS, disruptive classmates are a problem in 5th and 6th but cease to be a problem after that. Some people really hate that (attrition of kids not on grade level) but I am thankful that there is one public school in DC that is like that.
		 It's not that I hate it, it's that BASIS produces good scores by running kids off rather than educating them and improving their performance. Those two things are very different.
		 If you were actually at BASIS, you would know that they are educating them quite well.
		 I guess I'll add that they are educating the kids well -- they teach them a lot of content, and a lot of executive functioning skills, and they ask the parent to be involved in checking this in the early years -- but they are not able to get all the kids up to par and those below grade level have to repeat or leave. This differs from other school, where they just move them along.
		 You actually have to *fail* the grade to repeat it. Most kids do not fail. They leave because they don't want to be there. 
		 Riiiiight. BASIS just wuv wuv wuvs them and is heartbroken over this. Kids and their whims! A truly good school, with truly effective teachers, would be a place where all kinds of students do well and want to attend. 
		 Satisfied Basis parent here repeating what I've said many times: Basis is definitely not a great school. It has multiple shortcomings that have been discussed ad nauseum here. But so does every single other school in DC. There is no public school in DC that is free, has a great campus, is open to all students (not just one neighborhood or by application), challenges high achieving students and brings up struggling students, has teachers that are all both highly skilled and have lots of experience, has a large roster of sports teams and a wide variety of extra-curriculars in both arts and sciences, has great college acceptances, doesn't stress out students, has no discipline problems, prepares kids for trades and also gets them into top colleges, and has little bluebirds flying around and singing to them.",148
BASIS DC is the worst public school in DC except for all the others.,149
"Anonymous wrote:BASIS DC is the worst public school in DC except for all the others.
		 True, but the same can be said about a bunch of other schools. There are plenty of flat-out bad schools in DC, but there are also a variety of decent schools that have different strengths and weaknesses (less stress, better campus, more extracurriculars, etc.).",150
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 How can you be so sure about that? Have you seen the curriculum there, and seen how the students are learning?
		 Yes, although I would never send my own kids to BASIS I've spoken with lots of people who tried out BASIS for 5th and then succeed in getting into Latin, DCI, or some other school that they preferred. Teacher quality and level of experience was a major issue, as well as the rigidity and limited-ness of the curruculum. That's not to say that all BASIS teachers are bad, of course, just that they tend to be less capable.
		 +1.  FWIW, this is what we have heard too.  Lots of young inexperienced teachers, some of whom can’t manage a classroom.  Very limited curriculum especially in terms of course selection and electives.  Also rigid and not flexible.   The senior year is pretty much a wash and kids do whatever.   Many kids who do well leave by the time high school comes around and want a more rounded experience then just pushing AP and that grind which include lots of memorization.
		 I'm honestly so sick of people talking about ""what they have heard"" regarding BASIS. It's so limited. Look at the course catalog online --- there are wide selection of classes. Yes, it's more limited in high school, but there are pros and cons and more people are choosing to stay every year. Even despite that, it is the best middle option for advanced kids EOTP, and it's not even close. The reason I'm irritated is because I almost let this stupid forum dissuade me from sending my kid (who is a 98th percentile both sections kid -- a good fit, in other words) there. Luckily I started spending time in the building and talking to current families. Imagine my surprise to find out that it's possible to be very happy there, and that the curriculum goes way beyond DCPS for middle, that the high school does offer classes like AP psych or music theory -- it's broad, in other words. He has peers, he's excited to learn, and it's a good fit.  I've also talked to people who left and hated it, and it's usually bc their kids found it stressful. Some kids will find it stressful, some kids will thrive in that environment.  I really can't believe I almost let the ""I've HEARD"" people keep me from this opportunity -- if you live EOTP and you have a particular kind of kid, you have to consider it. 
		 People have heard first hand from students or families with kids there so…. and these students are not struggling at the school.  It’s really idiotic that Basis boosters try to paint the picture that only the struggling kids leave. In fact, one parent made a comment that many of their kids friends who are top students are leaving.",151
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:For BASIS/DCI, different kids would benefit from one or the other more, but unfortunately that's now how the lottery/feeders work.  If you are interested in DCI, at this point you need to be at a feeder school, generally that's decided in early elementary. For BASIS, you simply need to have better luck and a kid who is willing to give it a shot. IMHO, BASIS is better for more traditional learners who do well on tests, DCI for kids who would prefer group projects/more creative assignments. BASIS is known for requiring excellent organizational skills, but DCI can also be a challenge in this regard.The constant use of Chromebooks at DCI is a huge problem. Disruptive classmates are a huge problem at both, because teachers tend to be young and unexperienced, don't think there was much support for them at DCI, at least at middle school level.  Language instruction varies between three tracks at DCI. At BASIS I believe you have to start with Latin (is that still the case?).
		 The constant Chromebook use was, to me, a reason to not even consider DCI or feeders. At BASIS, disruptive classmates are a problem in 5th and 6th but cease to be a problem after that. Some people really hate that (attrition of kids not on grade level) but I am thankful that there is one public school in DC that is like that.
		 It's not that I hate it, it's that BASIS produces good scores by running kids off rather than educating them and improving their performance. Those two things are very different.
		 If you were actually at BASIS, you would know that they are educating them quite well.
		 I guess I'll add that they are educating the kids well -- they teach them a lot of content, and a lot of executive functioning skills, and they ask the parent to be involved in checking this in the early years -- but they are not able to get all the kids up to par and those below grade level have to repeat or leave. This differs from other school, where they just move them along.
		 You actually have to *fail* the grade to repeat it. Most kids do not fail. They leave because they don't want to be there. 
		 Riiiiight. BASIS just wuv wuv wuvs them and is heartbroken over this. Kids and their whims! A truly good school, with truly effective teachers, would be a place where all kinds of students do well and want to attend. 
		 Satisfied Basis parent here repeating what I've said many times: Basis is definitely not a great school. It has multiple shortcomings that have been discussed ad nauseum here. But so does every single other school in DC. There is no public school in DC that is free, has a great campus, is open to all students (not just one neighborhood or by application), challenges high achieving students and brings up struggling students, has teachers that are all both highly skilled and have lots of experience, has a large roster of sports teams and a wide variety of extra-curriculars in both arts and sciences, has great college acceptances, doesn't stress out students, has no discipline problems, prepares kids for trades and also gets them into top colleges, and has little bluebirds flying around and singing to them. 
		 Every suburban school does all of these things, so if you are staying in/are stuck in DC, mistakes have been made.",152
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 How can you be so sure about that? Have you seen the curriculum there, and seen how the students are learning?
		 Yes, although I would never send my own kids to BASIS I've spoken with lots of people who tried out BASIS for 5th and then succeed in getting into Latin, DCI, or some other school that they preferred. Teacher quality and level of experience was a major issue, as well as the rigidity and limited-ness of the curruculum. That's not to say that all BASIS teachers are bad, of course, just that they tend to be less capable.
		 +1.  FWIW, this is what we have heard too.  Lots of young inexperienced teachers, some of whom can’t manage a classroom.  Very limited curriculum especially in terms of course selection and electives.  Also rigid and not flexible.   The senior year is pretty much a wash and kids do whatever.   Many kids who do well leave by the time high school comes around and want a more rounded experience then just pushing AP and that grind which include lots of memorization.
		 I'm honestly so sick of people talking about ""what they have heard"" regarding BASIS. It's so limited. Look at the course catalog online --- there are wide selection of classes. Yes, it's more limited in high school, but there are pros and cons and more people are choosing to stay every year. Even despite that, it is the best middle option for advanced kids EOTP, and it's not even close.The reason I'm irritated is because I almost let this stupid forum dissuade me from sending my kid (who is a 98th percentile both sections kid -- a good fit, in other words) there. Luckily I started spending time in the building and talking to current families. Imagine my surprise to find out that it's possible to be very happy there, and that the curriculum goes way beyond DCPS for middle, that the high school does offer classes like AP psych or music theory -- it's broad, in other words. He has peers, he's excited to learn, and it's a good fit.  I've also talked to people who left and hated it, and it's usually bc their kids found it stressful. Some kids will find it stressful, some kids will thrive in that environment.  I really can't believe I almost let the ""I've HEARD"" people keep me from this opportunity -- if you live EOTP and you have a particular kind of kid, you have to consider it. 
		 You should be irritated because just following this forum is stupid, and you should have known better earlier on. At least you came to your senses.",153
"Anonymous wrote:
			
				Anonymous wrote:BASIS DC is the worst public school in DC except for all the others.
		 True, but the same can be said about a bunch of other schools. There are plenty of flat-out bad schools in DC, but there are also a variety of decent schools that have different strengths and weaknesses (less stress, better campus, more extracurriculars, etc.).
		 Actually, no, that can’t be said about a bunch of other DC public schools.",154
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 How can you be so sure about that? Have you seen the curriculum there, and seen how the students are learning?
		 Yes, although I would never send my own kids to BASIS I've spoken with lots of people who tried out BASIS for 5th and then succeed in getting into Latin, DCI, or some other school that they preferred. Teacher quality and level of experience was a major issue, as well as the rigidity and limited-ness of the curruculum. That's not to say that all BASIS teachers are bad, of course, just that they tend to be less capable.
		 +1.  FWIW, this is what we have heard too.  Lots of young inexperienced teachers, some of whom can’t manage a classroom.  Very limited curriculum especially in terms of course selection and electives.  Also rigid and not flexible.   The senior year is pretty much a wash and kids do whatever.   Many kids who do well leave by the time high school comes around and want a more rounded experience then just pushing AP and that grind which include lots of memorization.
		 I'm honestly so sick of people talking about ""what they have heard"" regarding BASIS. It's so limited. Look at the course catalog online --- there are wide selection of classes. Yes, it's more limited in high school, but there are pros and cons and more people are choosing to stay every year. Even despite that, it is the best middle option for advanced kids EOTP, and it's not even close. The reason I'm irritated is because I almost let this stupid forum dissuade me from sending my kid (who is a 98th percentile both sections kid -- a good fit, in other words) there. Luckily I started spending time in the building and talking to current families. Imagine my surprise to find out that it's possible to be very happy there, and that the curriculum goes way beyond DCPS for middle, that the high school does offer classes like AP psych or music theory -- it's broad, in other words. He has peers, he's excited to learn, and it's a good fit.  I've also talked to people who left and hated it, and it's usually bc their kids found it stressful. Some kids will find it stressful, some kids will thrive in that environment.  I really can't believe I almost let the ""I've HEARD"" people keep me from this opportunity -- if you live EOTP and you have a particular kind of kid, you have to consider it. 
		 Good post.  A lot of Basis haters here with a chip on their shoulders.  If you are making a decision based on what you read here you are making a big mistake.",155
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 How can you be so sure about that? Have you seen the curriculum there, and seen how the students are learning?
		 Yes, although I would never send my own kids to BASIS I've spoken with lots of people who tried out BASIS for 5th and then succeed in getting into Latin, DCI, or some other school that they preferred. Teacher quality and level of experience was a major issue, as well as the rigidity and limited-ness of the curruculum. That's not to say that all BASIS teachers are bad, of course, just that they tend to be less capable.
		 +1.  FWIW, this is what we have heard too.  Lots of young inexperienced teachers, some of whom can’t manage a classroom.  Very limited curriculum especially in terms of course selection and electives.  Also rigid and not flexible.   The senior year is pretty much a wash and kids do whatever.   Many kids who do well leave by the time high school comes around and want a more rounded experience then just pushing AP and that grind which include lots of memorization.
		 I'm honestly so sick of people talking about ""what they have heard"" regarding BASIS. It's so limited. Look at the course catalog online --- there are wide selection of classes. Yes, it's more limited in high school, but there are pros and cons and more people are choosing to stay every year. Even despite that, it is the best middle option for advanced kids EOTP, and it's not even close. The reason I'm irritated is because I almost let this stupid forum dissuade me from sending my kid (who is a 98th percentile both sections kid -- a good fit, in other words) there. Luckily I started spending time in the building and talking to current families. Imagine my surprise to find out that it's possible to be very happy there, and that the curriculum goes way beyond DCPS for middle, that the high school does offer classes like AP psych or music theory -- it's broad, in other words. He has peers, he's excited to learn, and it's a good fit.  I've also talked to people who left and hated it, and it's usually bc their kids found it stressful. Some kids will find it stressful, some kids will thrive in that environment.  I really can't believe I almost let the ""I've HEARD"" people keep me from this opportunity -- if you live EOTP and you have a particular kind of kid, you have to consider it. 
		 Good post.  A lot of Basis haters here with a chip on their shoulders.  If you are making a decision based on what you read here you are making a big mistake.
		 Not a Basis hater at all.  But what I have noticed is that most of the Basis crowd is so defensive and cannot acknowledge certain realities and truths that are obvious.  That is why there are so many responses and counter to Basis posters. Exhibit X is the discussion on here about their PARCC scores and they are high because they self select and take out the bottom.  The equivalent comparison of Basis is with other schools that self select like Walls, Banneker, etc… not DCI.  Why can’t Basis people on here just acknowledge the obvious truth??   The other trend is that on many discussions about specific schools EOTP, Basis families jump in and make it all about Basis and overtake the thread.   It’s just seems odd why so many Basis families are so defensive, insecure, and need to make so many posts about them.   I don’t see this happening on a regular basis with any other school EOTP on here.",156
ITA. This thread was not even started to talk about Basis. And somehow ended up all about Basis.,157
"Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:
			
				Anonymous wrote:People are bothered that BASIS teaches only the students “easy” to teach even though basically no other middle school will teach much to those students.  Wish there was a school that could teach all types of students but until there is, it’s good for everyone to have a place to go.
		 You're missing the point. The point is that BASIS claims to be a better school and have better test scores, but those scores are achieved by removing the lowest performers. It's not done by offering high quality instruction. BASIS' teachers are mostly okay, not that great. What bothers people is the fundamental dishonesty of the comparison that BASIS proponents are constantly making.  And it's just not true that basically no other middle school will teach much to them. Have you heard of Deal? Hardy? Latin? The other Latin? Come on dude. Lots of schools teach academically high-achieving students just fine. Sure, I wish there were more, but it's far from basically nothing.
		 How can you be so sure about that? Have you seen the curriculum there, and seen how the students are learning?
		 Yes, although I would never send my own kids to BASIS I've spoken with lots of people who tried out BASIS for 5th and then succeed in getting into Latin, DCI, or some other school that they preferred. Teacher quality and level of experience was a major issue, as well as the rigidity and limited-ness of the curruculum. That's not to say that all BASIS teachers are bad, of course, just that they tend to be less capable.
		 +1.  FWIW, this is what we have heard too.  Lots of young inexperienced teachers, some of whom can’t manage a classroom.  Very limited curriculum especially in terms of course selection and electives.  Also rigid and not flexible.   The senior year is pretty much a wash and kids do whatever.   Many kids who do well leave by the time high school comes around and want a more rounded experience then just pushing AP and that grind which include lots of memorization.
		 I'm honestly so sick of people talking about ""what they have heard"" regarding BASIS. It's so limited. Look at the course catalog online --- there are wide selection of classes. Yes, it's more limited in high school, but there are pros and cons and more people are choosing to stay every year. Even despite that, it is the best middle option for advanced kids EOTP, and it's not even close. The reason I'm irritated is because I almost let this stupid forum dissuade me from sending my kid (who is a 98th percentile both sections kid -- a good fit, in other words) there. Luckily I started spending time in the building and talking to current families. Imagine my surprise to find out that it's possible to be very happy there, and that the curriculum goes way beyond DCPS for middle, that the high school does offer classes like AP psych or music theory -- it's broad, in other words. He has peers, he's excited to learn, and it's a good fit.  I've also talked to people who left and hated it, and it's usually bc their kids found it stressful. Some kids will find it stressful, some kids will thrive in that environment.  I really can't believe I almost let the ""I've HEARD"" people keep me from this opportunity -- if you live EOTP and you have a particular kind of kid, you have to consider it. 
		 Good post.  A lot of Basis haters here with a chip on their shoulders.  If you are making a decision based on what you read here you are making a big mistake.
		 +1",158
